"No.","Time","Source","Destination","Protocol","Length","Info"
"8607","5.794981","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"8608","5.812692","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8609","5.813007","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8610","5.813010","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8611","5.813011","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8612","5.813012","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8613","5.813013","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8614","5.813015","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8615","5.813065","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1322878 Win=137568 Len=0 TSval=247169594 TSecr=3719275346"
"8616","5.813065","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1325774 Win=134656 Len=0 TSval=247169594 TSecr=3719275346"
"8617","5.813065","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1328670 Win=131776 Len=0 TSval=247169594 TSecr=3719275346"
"8618","5.813126","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1330118 Win=139008 Len=0 TSval=247169594 TSecr=3719275346"
"8619","5.813806","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8620","5.813809","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8621","5.813810","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8622","5.813811","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8623","5.813812","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8624","5.813813","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8625","5.813814","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8626","5.813863","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8627","5.813864","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8628","5.813875","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1333014 Win=136096 Len=0 TSval=247169595 TSecr=3719275346"
"8629","5.813875","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26112 Ack=1333014 Win=139008 Len=0 TSval=247169595 TSecr=3719275346"
"8630","5.813875","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1335910 Win=136096 Len=0 TSval=247169595 TSecr=3719275346"
"8631","5.813875","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1336395 Win=135616 Len=0 TSval=247169595 TSecr=3719275346"
"8632","5.813875","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1339291 Win=132736 Len=0 TSval=247169595 TSecr=3719275346"
"8633","5.813887","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1342187 Win=129824 Len=0 TSval=247169595 TSecr=3719275346"
"8634","5.813892","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26112 Ack=1342187 Win=139008 Len=0 TSval=247169595 TSecr=3719275346"
"8635","5.814594","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8636","5.814596","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8637","5.814597","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8638","5.814598","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8639","5.814599","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8640","5.814600","54.192.103.131","192.168.1.81","TLSv1.2","746","Application Data"
"8641","5.814659","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1345083 Win=136096 Len=0 TSval=247169595 TSecr=3719275346"
"8642","5.814659","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26112 Ack=1345083 Win=139008 Len=0 TSval=247169595 TSecr=3719275346"
"8643","5.814659","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1347979 Win=136096 Len=0 TSval=247169595 TSecr=3719275346"
"8644","5.814659","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26112 Ack=1350107 Win=133984 Len=0 TSval=247169595 TSecr=3719275346"
"8645","5.814701","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26112 Ack=1350107 Win=139008 Len=0 TSval=247169595 TSecr=3719275346"
"8646","5.821498","192.168.1.81","54.192.103.131","TLSv1.2","620","Application Data"
"8647","5.825987","54.192.103.131","192.168.1.81","TLSv1.2","552","Application Data"
"8648","5.826017","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=480677 Win=130560 Len=0 TSval=247169606 TSecr=3914829944"
"8649","5.838061","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8650","5.840077","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8651","5.840140","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1353003 Win=137568 Len=0 TSval=247169620 TSecr=3719275348"
"8652","5.840369","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8653","5.840372","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8654","5.840373","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8655","5.840374","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8656","5.840375","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8657","5.840376","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8658","5.840377","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8659","5.840444","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1355899 Win=136096 Len=0 TSval=247169620 TSecr=3719275348"
"8660","5.840445","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1358795 Win=133216 Len=0 TSval=247169620 TSecr=3719275348"
"8661","5.840445","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26666 Ack=1358795 Win=139008 Len=0 TSval=247169620 TSecr=3719275348"
"8662","5.840445","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1361691 Win=136096 Len=0 TSval=247169620 TSecr=3719275348"
"8663","5.840500","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1363139 Win=139008 Len=0 TSval=247169620 TSecr=3719275348"
"8664","5.841433","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8665","5.841437","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8666","5.841438","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8667","5.841439","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8668","5.841440","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8669","5.841441","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8670","5.841443","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8671","5.841444","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8672","5.841445","54.192.103.131","192.168.1.81","TLSv1.2","80","Application Data"
"8673","5.841534","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1366035 Win=136096 Len=0 TSval=247169621 TSecr=3719275348"
"8674","5.841535","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26666 Ack=1366035 Win=139008 Len=0 TSval=247169621 TSecr=3719275348"
"8675","5.841535","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1366520 Win=138528 Len=0 TSval=247169621 TSecr=3719275348"
"8676","5.841535","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1369416 Win=135616 Len=0 TSval=247169621 TSecr=3719275348"
"8677","5.841535","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26666 Ack=1369416 Win=139008 Len=0 TSval=247169621 TSecr=3719275348"
"8678","5.841558","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1372312 Win=136096 Len=0 TSval=247169621 TSecr=3719275348"
"8679","5.841558","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=26666 Ack=1373774 Win=134656 Len=0 TSval=247169621 TSecr=3719275348"
"8680","5.843289","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=26666 Ack=1373774 Win=139008 Len=0 TSval=247169622 TSecr=3719275348"
"8681","5.856423","192.168.1.81","54.192.103.131","TLSv1.2","640","Application Data"
"8682","5.874497","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8683","5.874897","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8684","5.874899","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8685","5.874900","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8686","5.874901","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8687","5.874903","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8688","5.874904","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8689","5.874964","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1376670 Win=137568 Len=0 TSval=247169653 TSecr=3719275352"
"8690","5.874965","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1379566 Win=134656 Len=0 TSval=247169653 TSecr=3719275352"
"8691","5.874965","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=27240 Ack=1379566 Win=139008 Len=0 TSval=247169653 TSecr=3719275352"
"8692","5.874965","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1382462 Win=136096 Len=0 TSval=247169653 TSecr=3719275352"
"8693","5.875029","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1383910 Win=139008 Len=0 TSval=247169653 TSecr=3719275352"
"8694","5.875929","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8695","5.875934","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8696","5.875935","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8697","5.875936","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8698","5.875937","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8699","5.875938","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8700","5.875939","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8701","5.875940","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8702","5.875941","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8703","5.875942","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8704","5.875943","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8705","5.876029","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1386806 Win=136096 Len=0 TSval=247169654 TSecr=3719275352"
"8706","5.876029","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1389702 Win=133216 Len=0 TSval=247169654 TSecr=3719275352"
"8707","5.876029","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1390187 Win=132736 Len=0 TSval=247169654 TSecr=3719275352"
"8708","5.876029","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=27240 Ack=1390187 Win=139008 Len=0 TSval=247169654 TSecr=3719275352"
"8709","5.876042","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1393083 Win=136096 Len=0 TSval=247169654 TSecr=3719275352"
"8710","5.876043","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1395979 Win=133216 Len=0 TSval=247169654 TSecr=3719275352"
"8711","5.876047","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1398875 Win=130304 Len=0 TSval=247169654 TSecr=3719275352"
"8712","5.876643","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8713","5.876647","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8714","5.876648","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8715","5.876649","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8716","5.876650","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8717","5.876651","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8718","5.876652","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8719","5.876653","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8720","5.876760","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8721","5.876763","54.192.103.131","192.168.1.81","TLSv1.2","1045","Application Data"
"8722","5.876774","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1401771 Win=127424 Len=0 TSval=247169654 TSecr=3719275352"
"8723","5.876775","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1404667 Win=124512 Len=0 TSval=247169654 TSecr=3719275352"
"8724","5.876775","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1406600 Win=122592 Len=0 TSval=247169654 TSecr=3719275352"
"8725","5.876775","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1409496 Win=119712 Len=0 TSval=247169654 TSecr=3719275352"
"8726","5.876775","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=27240 Ack=1409496 Win=137120 Len=0 TSval=247169654 TSecr=3719275352"
"8727","5.876791","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27240 Ack=1411923 Win=134688 Len=0 TSval=247169654 TSecr=3719275352"
"8728","5.876878","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=27240 Ack=1411923 Win=139008 Len=0 TSval=247169654 TSecr=3719275352"
"8729","5.885470","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"8730","5.906068","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8731","5.906523","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8732","5.906526","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8733","5.906526","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8734","5.906527","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8735","5.906528","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8736","5.906529","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8737","5.906530","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8738","5.906579","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=483573 Win=129600 Len=0 TSval=247169683 TSecr=3914829952"
"8739","5.906579","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=486469 Win=128160 Len=0 TSval=247169683 TSecr=3914829952"
"8740","5.906580","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=489365 Win=125280 Len=0 TSval=247169683 TSecr=3914829952"
"8741","5.906638","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=8747 Ack=489365 Win=131072 Len=0 TSval=247169683 TSecr=3914829952"
"8742","5.906638","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=492261 Win=128160 Len=0 TSval=247169683 TSecr=3914829952"
"8743","5.906638","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=8747 Ack=492261 Win=131072 Len=0 TSval=247169683 TSecr=3914829952"
"8744","5.907269","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8745","5.907271","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8746","5.907272","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8747","5.907273","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8748","5.907274","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8749","5.907275","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8750","5.907275","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8751","5.907289","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=495157 Win=128160 Len=0 TSval=247169684 TSecr=3914829952"
"8752","5.907295","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=8747 Ack=495157 Win=131072 Len=0 TSval=247169684 TSecr=3914829952"
"8753","5.907298","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=497090 Win=129120 Len=0 TSval=247169684 TSecr=3914829952"
"8754","5.907302","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1414819 Win=136096 Len=0 TSval=247169684 TSecr=3719275355"
"8755","5.907453","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8756","5.907456","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8757","5.907457","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8758","5.907497","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1416267 Win=139008 Len=0 TSval=247169684 TSecr=3719275355"
"8759","5.907498","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1419163 Win=136096 Len=0 TSval=247169684 TSecr=3719275355"
"8760","5.907498","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1420611 Win=139008 Len=0 TSval=247169684 TSecr=3719275355"
"8761","5.908165","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8762","5.908166","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8763","5.908167","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8764","5.908168","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8765","5.908169","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8766","5.908170","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8767","5.908171","54.192.103.131","192.168.1.81","TLSv1.2","1402","Application Data"
"8768","5.908185","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1423507 Win=136096 Len=0 TSval=247169684 TSecr=3719275355"
"8769","5.908185","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=27709 Ack=1423507 Win=139008 Len=0 TSval=247169684 TSecr=3719275355"
"8770","5.908195","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1424955 Win=139008 Len=0 TSval=247169684 TSecr=3719275355"
"8771","5.908197","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1427851 Win=136096 Len=0 TSval=247169684 TSecr=3719275355"
"8772","5.908199","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1428336 Win=135616 Len=0 TSval=247169684 TSecr=3719275355"
"8773","5.908201","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=27709 Ack=1429672 Win=134304 Len=0 TSval=247169684 TSecr=3719275355"
"8774","5.915300","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"8775","5.922472","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8776","5.922919","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8777","5.922920","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8778","5.922921","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8779","5.922922","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8780","5.922923","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8781","5.922924","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8782","5.922970","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=499986 Win=129600 Len=0 TSval=247169698 TSecr=3914829954"
"8783","5.922970","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=502882 Win=126720 Len=0 TSval=247169698 TSecr=3914829954"
"8784","5.922970","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=505778 Win=123808 Len=0 TSval=247169698 TSecr=3914829954"
"8785","5.922994","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=507226 Win=131072 Len=0 TSval=247169698 TSecr=3914829954"
"8786","5.923821","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8787","5.923824","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8788","5.923825","54.192.103.131","192.168.1.81","TLSv1.2","663","Application Data"
"8789","5.923858","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=510122 Win=128160 Len=0 TSval=247169699 TSecr=3914829954"
"8790","5.923858","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58992 > 443 [ACK] Seq=8747 Ack=510122 Win=131072 Len=0 TSval=247169699 TSecr=3914829954"
"8791","5.923865","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=8747 Ack=510719 Win=130464 Len=0 TSval=247169699 TSecr=3914829954"
"8792","5.932613","192.168.1.81","54.192.103.131","TLSv1.2","535","Application Data"
"8793","5.938915","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8794","5.939279","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8795","5.939281","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8796","5.939282","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8797","5.939283","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8798","5.939284","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8799","5.939285","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8800","5.939335","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1432568 Win=137568 Len=0 TSval=247169712 TSecr=3719275359"
"8801","5.939335","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1435464 Win=136096 Len=0 TSval=247169712 TSecr=3719275359"
"8802","5.939386","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28178 Ack=1435464 Win=139008 Len=0 TSval=247169712 TSecr=3719275359"
"8803","5.939386","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1436912 Win=139008 Len=0 TSval=247169712 TSecr=3719275359"
"8804","5.939386","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1439808 Win=136096 Len=0 TSval=247169712 TSecr=3719275359"
"8805","5.939945","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8806","5.939948","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8807","5.939949","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8808","5.939950","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8809","5.939951","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"8810","5.939952","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8811","5.939952","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8812","5.939953","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8813","5.940002","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8814","5.940004","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"8815","5.940011","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1442704 Win=136096 Len=0 TSval=247169713 TSecr=3719275359"
"8816","5.940012","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28178 Ack=1442704 Win=139008 Len=0 TSval=247169713 TSecr=3719275359"
"8817","5.940012","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1445600 Win=136096 Len=0 TSval=247169713 TSecr=3719275359"
"8818","5.940012","192.168.1.81","54.192.103.131","TCP","66","58993 > 443 [ACK] Seq=28178 Ack=1446085 Win=135616 Len=0 TSval=247169713 TSecr=3719275359"
"8819","5.940012","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58993 > 443 [ACK] Seq=28178 Ack=1446085 Win=139008 Len=0 TSval=247169713 TSecr=3719275359"
