"No.","Time","Source","Destination","Protocol","Length","Info"
"9511","15.324669000","216.58.216.194","172.20.7.83","HTTP","484","HTTP/1.1 204 No Content "
"9512","15.324767000","172.20.7.83","216.58.216.194","TCP","66","57369 > 80 [ACK] Seq=1919 Ack=837 Win=131008 Len=0 TSval=1626202479 TSecr=3192850588"
"9513","15.329021000","199.16.156.232","172.20.7.83","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9514","15.329093000","172.20.7.83","199.16.156.232","TCP","66","57373 > 443 [ACK] Seq=1396 Ack=3267 Win=130816 Len=0 TSval=1626202483 TSecr=391357590"
"9515","15.329195000","199.16.156.232","172.20.7.83","TLSv1.2","110","Application Data"
"9516","15.329234000","172.20.7.83","199.16.156.232","TCP","66","57373 > 443 [ACK] Seq=1396 Ack=3311 Win=131008 Len=0 TSval=1626202483 TSecr=391357590"
"9517","15.329334000","172.20.7.83","199.16.156.232","TLSv1.2","104","Application Data"
"9518","15.332790000","23.23.157.80","172.20.7.83","TCP","66","80 > 57374 [ACK] Seq=679 Ack=1266 Win=18432 Len=0 TSval=383564519 TSecr=1626202470"
"9519","15.335632000","172.20.7.83","31.13.71.1","TLSv1.2","211","Application Data"
"9520","15.339692000","98.137.201.232","172.20.7.83","TCP","66","443 > 57198 [ACK] Seq=6075 Ack=5009 Win=25600 Len=0 TSval=1380392156 TSecr=1626202460"
"9521","15.347773000","199.16.156.232","172.20.7.83","TLSv1.2","104","Application Data"
"9522","15.347863000","172.20.7.83","199.16.156.232","TCP","66","57373 > 443 [ACK] Seq=1434 Ack=3349 Win=131008 Len=0 TSval=1626202500 TSecr=391357608"
"9523","15.348272000","98.137.201.232","172.20.7.83","TLSv1.2","899","Application Data"
"9524","15.348320000","172.20.7.83","98.137.201.232","TCP","66","57198 > 443 [ACK] Seq=6151 Ack=6908 Win=130208 Len=0 TSval=1626202500 TSecr=1380392164"
"9525","15.348634000","98.137.201.232","172.20.7.83","TLSv1.2","413","Application Data"
"9526","15.348676000","172.20.7.83","98.137.201.232","TCP","66","57198 > 443 [ACK] Seq=6151 Ack=7255 Win=130720 Len=0 TSval=1626202500 TSecr=1380392165"
"9527","15.364061000","199.16.156.232","172.20.7.83","TLSv1.2","485","Application Data"
"9528","15.364158000","172.20.7.83","199.16.156.232","TCP","66","57373 > 443 [ACK] Seq=1434 Ack=3768 Win=130624 Len=0 TSval=1626202515 TSecr=391357625"
"9529","15.364348000","199.16.156.232","172.20.7.83","TLSv1.2","169","Application Data"
"9530","15.364385000","172.20.7.83","199.16.156.232","TCP","66","57373 > 443 [ACK] Seq=1434 Ack=3871 Win=130944 Len=0 TSval=1626202515 TSecr=391357626"
"9531","15.374664000","31.13.71.1","172.20.7.83","TLSv1.2","108","Application Data"
"9532","15.374766000","172.20.7.83","31.13.71.1","TCP","66","50845 > 443 [ACK] Seq=2815 Ack=3541 Win=986 Len=0 TSval=1626202525 TSecr=1669060516"
"9534","15.417541000","172.20.7.83","50.116.194.23","TCP","54","57372 > 80 [FIN, ACK] Seq=930 Ack=915 Win=65535 Len=0"
"9538","15.420319000","172.20.7.83","192.243.250.36","TCP","78","57375 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202569 TSecr=0 SACK_PERM=1"
"9539","15.420381000","172.20.7.83","192.243.250.36","TCP","78","57376 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202569 TSecr=0 SACK_PERM=1"
"9540","15.422973000","199.16.156.232","172.20.7.83","TCP","66","443 > 57373 [ACK] Seq=3871 Ack=1434 Win=32000 Len=0 TSval=391357685 TSecr=1626202483"
"9541","15.427590000","172.20.7.83","216.58.216.194","HTTP","1131","GET /activeview?id=osdim&avi=BydGHRTAbVvCdFcbMpgPzjKfACgAAAAAQATgByAEJwAIC4AIA4AQBoAYfwhMDEIAB&cid=5Gj3YGpWcuXd1koDBvO_8sE9ibE&ti=1&adk=2124470002&p=0,0,0,0&tos=0,0,0,0,0&mtos=0,0,0,0,0&rs=3&ht=0&fp=correlator%3D3992791202922496%26eid%3D108809080%252C108809035%252C108809050%26iu%3D%252F8264%252Faw-cbssports%252Fother%252Fmedia%252Fhome%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.cbssports.com%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1444622405134%26adx%3D0%26ady%3D194%26ifi%3D3%26flash%3D19.0.0&tmo=28&tme=28&abd=0-0-1&la=1&r=u&bs=1421,805&bos=-12245933,-12245933&ps=1421,3936&ss=1440,900&tt=158&pt=-1&deb=1-0-6-10-1--1&tvt=0&uc=1&tgt=nf&cl=0 HTTP/1.1 "
"9542","15.432128000","172.20.7.83","216.239.120.246","TCP","54","57345 > 80 [FIN, ACK] Seq=1054 Ack=367 Win=65535 Len=0"
"9543","15.432226000","172.20.7.83","216.58.216.194","TCP","78","57377 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202579 TSecr=0 SACK_PERM=1"
"9544","15.433869000","172.20.7.83","54.200.227.110","TCP","66","57368 > 80 [FIN, ACK] Seq=1105 Ack=1590 Win=131072 Len=0 TSval=1626202580 TSecr=144952016"
"9545","15.433963000","172.20.7.83","216.58.216.194","TCP","78","57378 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202580 TSecr=0 SACK_PERM=1"
"9546","15.435987000","136.243.15.74","172.20.7.83","TCP","66","80 > 57356 [FIN, ACK] Seq=292 Ack=709 Win=16000 Len=0 TSval=1891938970 TSecr=1626202434"
"9547","15.436047000","172.20.7.83","136.243.15.74","TCP","66","57356 > 80 [ACK] Seq=709 Ack=293 Win=131456 Len=0 TSval=1626202582 TSecr=1891938970"
"9548","15.447870000","192.243.250.36","172.20.7.83","TCP","66","80 > 57376 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"9549","15.447945000","172.20.7.83","192.243.250.36","TCP","54","57376 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9550","15.448193000","192.243.250.36","172.20.7.83","TCP","66","80 > 57375 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"9551","15.448336000","172.20.7.83","192.243.250.36","TCP","54","57375 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9552","15.450473000","31.13.71.1","172.20.7.83","TLSv1.2","292","Application Data"
"9553","15.450478000","31.13.71.1","172.20.7.83","TLSv1.2","114","Application Data"
"9554","15.450603000","172.20.7.83","31.13.71.1","TCP","66","50845 > 443 [ACK] Seq=2815 Ack=3767 Win=979 Len=0 TSval=1626202595 TSecr=1669060591"
"9555","15.450604000","172.20.7.83","31.13.71.1","TCP","66","50845 > 443 [ACK] Seq=2815 Ack=3815 Win=978 Len=0 TSval=1626202595 TSecr=1669060591"
"9556","15.457839000","50.116.194.23","172.20.7.83","TCP","54","80 > 57372 [FIN, ACK] Seq=915 Ack=931 Win=15793 Len=0"
"9557","15.457901000","172.20.7.83","50.116.194.23","TCP","54","57372 > 80 [ACK] Seq=931 Ack=916 Win=65535 Len=0"
"9558","15.460543000","172.20.7.83","52.5.247.189","TCP","66","57353 > 80 [FIN, ACK] Seq=3547 Ack=11616 Win=131072 Len=0 TSval=1626202604 TSecr=188343360"
"9559","15.460639000","172.20.7.83","23.23.199.129","TCP","78","57379 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202604 TSecr=0 SACK_PERM=1"
"9560","15.464307000","172.20.7.83","119.254.11.66","TCP","66","[TCP Retransmission] 56730 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202607 TSecr=3464613975"
"9561","15.465491000","172.20.7.83","119.254.11.66","TCP","66","[TCP Retransmission] 56734 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202608 TSecr=1387929307"
"9562","15.467171000","216.58.216.194","172.20.7.83","TCP","74","80 > 57378 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192898036 TSecr=1626202580 WS=128"
"9563","15.467234000","172.20.7.83","216.58.216.194","TCP","66","57378 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626202609 TSecr=3192898036"
"9564","15.467450000","172.20.7.83","216.58.216.194","HTTP","1129","GET /activeview?id=osdim&avi=BUyLFRTAbVvSdFcbMpgPzjKfACgAAAAAQATgByAEJwAIC4AIA4AQBoAYfwhMDEIAB&cid=5Gji7sS8R55lFHupQ7PNhO_AFdQ&ti=1&adk=2505082698&p=0,0,0,0&tos=0,0,0,0,0&mtos=0,0,0,0,0&rs=3&ht=0&fp=correlator%3D3992791202922496%26eid%3D108809080%252C108809035%252C108809050%26iu%3D%252F8264%252Faw-cbssports%252Fother%252Fmedia%252Fhome%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.cbssports.com%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1444622405153%26adx%3D891%26ady%3D2893%26ifi%3D7%26flash%3D19.0.0&tmo=42&tme=42&abd=0-0-1&r=u&bs=1421,805&bos=-12245933,-12245933&ps=1421,3936&ss=1440,900&tt=158&pt=-1&deb=1-0-6-10-1--1&tvt=0&uc=1&tgt=nf&cl=0 HTTP/1.1 "
"9565","15.468351000","216.58.216.194","172.20.7.83","TCP","74","80 > 57377 [SYN, ACK] Seq=0 Ack=1 Win=42540 Len=0 MSS=1430 SACK_PERM=1 TSval=3192858804 TSecr=1626202579 WS=128"
"9566","15.468392000","172.20.7.83","216.58.216.194","TCP","66","57377 > 80 [ACK] Seq=1 Ack=1 Win=131872 Len=0 TSval=1626202610 TSecr=3192858804"
"9567","15.468552000","172.20.7.83","216.58.216.194","HTTP","1124","GET /activeview?id=osdim&avi=BvEjZRTAbVvWdFcbMpgPzjKfACgAAAAAQATgByAEJwAIC4AIA4AQBoAYfwhMDEIAB&cid=5Gi2dr6NAJE1hUl6LGvhn_8J_-o&ti=1&adk=1099174781&p=0,0,0,0&tos=0,0,0,0,0&mtos=0,0,0,0,0&rs=3&ht=0&fp=correlator%3D3992791202922496%26eid%3D108809080%252C108809035%252C108809050%26iu%3D%252F8264%252Faw-cbssports%252Fother%252Fmedia%252Fhome%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.cbssports.com%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1444622405158%26adx%3D0%26ady%3D0%26ifi%3D8%26flash%3D19.0.0&tmo=43&tme=43&abd=0-0-1&r=u&bs=1421,805&bos=-12245933,-12245933&ps=1421,3936&ss=1440,900&tt=158&pt=-1&deb=1-0-6-10-1--1&tvt=0&uc=1&tgt=nf&cl=0 HTTP/1.1 "
"9568","15.475612000","23.23.199.129","172.20.7.83","TCP","74","80 > 57379 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=748544652 TSecr=1626202604 WS=256"
"9569","15.475684000","172.20.7.83","23.23.199.129","TCP","66","57379 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202617 TSecr=748544652"
"9570","15.475862000","172.20.7.83","23.23.199.129","HTTP","981","GET /optout_check?callback=Krux.ns._default.kxjsonp_optOutCheck HTTP/1.1 "
"9571","15.476157000","216.58.216.194","172.20.7.83","HTTP","536","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"9572","15.476204000","172.20.7.83","216.58.216.194","TCP","66","57369 > 80 [ACK] Seq=2984 Ack=1307 Win=130592 Len=0 TSval=1626202617 TSecr=3192850741"
"9573","15.476439000","52.5.247.189","172.20.7.83","TCP","66","80 > 57353 [FIN, ACK] Seq=11616 Ack=3548 Win=25344 Len=0 TSval=188343416 TSecr=1626202604"
"9574","15.476490000","172.20.7.83","52.5.247.189","TCP","66","57353 > 80 [ACK] Seq=3548 Ack=11617 Win=131072 Len=0 TSval=1626202617 TSecr=188343416"
"9575","15.486975000","172.20.7.83","119.254.11.66","TCP","66","[TCP Retransmission] 56732 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202628 TSecr=3384821879"
"9576","15.488073000","172.20.7.83","119.254.11.66","TCP","66","[TCP Retransmission] 56733 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202629 TSecr=1955333715"
"9577","15.494030000","23.23.199.129","172.20.7.83","TCP","66","80 > 57379 [ACK] Seq=1 Ack=916 Win=19968 Len=0 TSval=748544656 TSecr=1626202617"
"9578","15.495635000","23.23.199.129","172.20.7.83","HTTP","663","HTTP/1.1 200 OK  (text/javascript)"
"9579","15.495697000","172.20.7.83","23.23.199.129","TCP","66","57379 > 80 [ACK] Seq=916 Ack=598 Win=131168 Len=0 TSval=1626202636 TSecr=748544657"
"9580","15.502106000","216.58.216.194","172.20.7.83","TCP","66","80 > 57378 [ACK] Seq=1 Ack=1064 Win=44672 Len=0 TSval=3192898070 TSecr=1626202609"
"9581","15.504303000","216.239.120.246","172.20.7.83","TCP","54","80 > 57345 [FIN, ACK] Seq=367 Ack=1055 Win=8190 Len=0"
"9582","15.504366000","172.20.7.83","216.239.120.246","TCP","54","57345 > 80 [ACK] Seq=1055 Ack=368 Win=65535 Len=0"
"9583","15.504456000","216.58.216.194","172.20.7.83","TCP","66","80 > 57377 [ACK] Seq=1 Ack=1059 Win=44672 Len=0 TSval=3192858840 TSecr=1626202610"
"9584","15.508330000","54.200.227.110","172.20.7.83","TCP","66","80 > 57368 [FIN, ACK] Seq=1590 Ack=1106 Win=20224 Len=0 TSval=144952075 TSecr=1626202580"
"9585","15.508397000","172.20.7.83","54.200.227.110","TCP","66","57368 > 80 [ACK] Seq=1106 Ack=1591 Win=131072 Len=0 TSval=1626202648 TSecr=144952075"
"9586","15.509100000","119.254.11.66","172.20.7.83","ICMP","94","Destination unreachable (Host administratively prohibited)"
"9587","15.511426000","172.20.7.83","119.254.11.66","TCP","66","[TCP Retransmission] 56731 > 80 [FIN, ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202650 TSecr=2478210087"
"9588","15.513537000","216.58.216.194","172.20.7.83","HTTP","536","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"9589","15.513617000","172.20.7.83","216.58.216.194","TCP","66","57378 > 80 [ACK] Seq=1064 Ack=471 Win=131392 Len=0 TSval=1626202652 TSecr=3192898082"
"9590","15.516855000","216.58.216.194","172.20.7.83","HTTP","536","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"9591","15.516922000","172.20.7.83","216.58.216.194","TCP","66","57377 > 80 [ACK] Seq=1059 Ack=471 Win=131392 Len=0 TSval=1626202655 TSecr=3192858853"
"9592","15.517946000","172.20.7.83","23.23.199.129","TCP","66","57379 > 80 [FIN, ACK] Seq=916 Ack=598 Win=131168 Len=0 TSval=1626202656 TSecr=748544657"
"9593","15.518052000","172.20.7.83","70.42.33.241","TCP","78","57380 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202656 TSecr=0 SACK_PERM=1"
"9594","15.518149000","172.20.7.83","72.21.91.76","TCP","66","57364 > 80 [FIN, ACK] Seq=382 Ack=805 Win=131072 Len=0 TSval=1626202656 TSecr=2356672807"
"9595","15.518227000","172.20.7.83","68.67.153.248","TCP","78","57381 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202656 TSecr=0 SACK_PERM=1"
"9596","15.518379000","172.20.7.83","54.85.135.9","TCP","66","57359 > 80 [FIN, ACK] Seq=1048 Ack=836 Win=131072 Len=0 TSval=1626202656 TSecr=999380939"
"9598","15.518616000","172.20.7.83","216.58.216.194","TCP","66","57369 > 80 [FIN, ACK] Seq=2984 Ack=1307 Win=131072 Len=0 TSval=1626202656 TSecr=3192850741"
"9599","15.518702000","172.20.7.83","54.243.65.91","TCP","78","57382 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202656 TSecr=0 SACK_PERM=1"
"9600","15.518770000","172.20.7.83","74.201.141.140","TCP","66","57354 > 80 [FIN, ACK] Seq=3442 Ack=3919 Win=131072 Len=0 TSval=1626202656 TSecr=1513395298"
"9601","15.518960000","172.20.7.83","54.172.55.84","TCP","78","57383 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202657 TSecr=0 SACK_PERM=1"
"9602","15.519094000","172.20.7.83","192.243.250.36","TCP","54","57376 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9604","15.519297000","172.20.7.83","192.243.250.36","TCP","54","57375 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9605","15.519396000","172.20.7.83","107.21.249.50","TCP","78","57384 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202657 TSecr=0 SACK_PERM=1"
"9606","15.519528000","172.20.7.83","216.38.162.131","HTTP","688","GET /map/?key=ad919e4f211cr5452615&url=http://beacon.krxd.net/usermatch.gif?partner=flashtalking&partner_uid=[%FT_GUID%] HTTP/1.1 "
"9607","15.519639000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
"9608","15.519640000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
"9609","15.519640000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
"9612","15.522129000","172.20.7.83","107.20.170.239","TCP","78","57385 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202660 TSecr=0 SACK_PERM=1"
"9613","15.522210000","172.20.7.83","72.30.202.150","TCP","78","57386 > 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626202660 TSecr=0 SACK_PERM=1"
"9614","15.533154000","23.23.199.129","172.20.7.83","TCP","66","80 > 57379 [FIN, ACK] Seq=598 Ack=917 Win=19968 Len=0 TSval=748544667 TSecr=1626202656"
"9615","15.533246000","172.20.7.83","23.23.199.129","TCP","66","57379 > 80 [ACK] Seq=917 Ack=599 Win=131168 Len=0 TSval=1626202671 TSecr=748544667"
"9616","15.534106000","54.85.135.9","172.20.7.83","TCP","66","80 > 57359 [FIN, ACK] Seq=836 Ack=1049 Win=20224 Len=0 TSval=999381116 TSecr=1626202656"
"9617","15.534173000","172.20.7.83","54.85.135.9","TCP","66","57359 > 80 [ACK] Seq=1049 Ack=837 Win=131072 Len=0 TSval=1626202671 TSecr=999381116"
"9618","15.535141000","54.172.55.84","172.20.7.83","TCP","74","80 > 57383 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=2510607961 TSecr=1626202657 WS=256"
"9619","15.535216000","172.20.7.83","54.172.55.84","TCP","66","57383 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202672 TSecr=2510607961"
"9620","15.535453000","172.20.7.83","54.172.55.84","HTTP","686","GET /e/getdata.xgi?dt=br&pkey=gwjn34gwjnh86&ru=http://beacon.krxd.net/data.gif?_kuid%3DKFrQH57Y%26_kdpid%3Dd7158cb7-a851-4e3c-b7ab-cc9e815b2399%26dlxid%3D%3Cna_id%3E%26dlxdata%3D%3Cna_da%3E HTTP/1.1 "
"9621","15.536643000","54.84.228.233","172.20.7.83","TCP","66","443 > 57213 [ACK] Seq=7403 Ack=8761 Win=34816 Len=0 TSval=668952966 TSecr=1626202657"
"9622","15.536695000","172.20.7.83","54.84.228.233","TLSv1.2","942","Application Data"
"9623","15.537017000","74.201.141.140","172.20.7.83","TCP","66","80 > 57354 [ACK] Seq=3919 Ack=3443 Win=7168 Len=0 TSval=1513396038 TSecr=1626202656"
"9624","15.537019000","74.201.141.140","172.20.7.83","TCP","66","80 > 57354 [FIN, ACK] Seq=3919 Ack=3443 Win=7168 Len=0 TSval=1513396038 TSecr=1626202656"
"9625","15.537020000","70.42.33.241","172.20.7.83","TCP","74","80 > 57380 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 TSval=1512542223 TSecr=1626202656 SACK_PERM=1"
"9626","15.537089000","172.20.7.83","74.201.141.140","TCP","66","[TCP Dup ACK 9135#1] 57354 > 80 [ACK] Seq=3443 Ack=3919 Win=131072 Len=0 TSval=1626202673 TSecr=1513396038"
"9627","15.537147000","172.20.7.83","74.201.141.140","TCP","66","57354 > 80 [ACK] Seq=3443 Ack=3920 Win=131072 Len=0 TSval=1626202673 TSecr=1513396038"
"9628","15.537148000","172.20.7.83","70.42.33.241","TCP","66","57380 > 80 [ACK] Seq=1 Ack=1 Win=65535 Len=0 TSval=1626202673 TSecr=1512542223"
"9629","15.537196000","72.21.91.76","172.20.7.83","TCP","66","80 > 57364 [FIN, ACK] Seq=805 Ack=383 Win=15872 Len=0 TSval=2356672972 TSecr=1626202656"
"9630","15.537283000","172.20.7.83","72.21.91.76","TCP","66","57364 > 80 [ACK] Seq=383 Ack=806 Win=131072 Len=0 TSval=1626202673 TSecr=2356672972"
"9631","15.537391000","172.20.7.83","70.42.33.241","HTTP","583","GET /adscores/g.js?sid=9212244187&_kdpid=2111c0af-fc3a-446f-ab07-63aa74fbde8e HTTP/1.1 "
"9632","15.538578000","107.20.170.239","172.20.7.83","TCP","74","80 > 57385 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=568604004 TSecr=1626202660 WS=256"
"9633","15.538640000","172.20.7.83","107.20.170.239","TCP","66","57385 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202674 TSecr=568604004"
"9634","15.538821000","172.20.7.83","107.20.170.239","TCP","1514","[TCP segment of a reassembled PDU]"
"9635","15.538822000","172.20.7.83","107.20.170.239","HTTP","137","GET /genericusersync.ashx?dpid=395 HTTP/1.1 "
"9636","15.546936000","192.243.250.36","172.20.7.83","TCP","54","80 > 57376 [FIN, ACK] Seq=1 Ack=2 Win=8188 Len=0"
"9637","15.547013000","172.20.7.83","192.243.250.36","TCP","54","57376 > 80 [ACK] Seq=2 Ack=2 Win=262144 Len=0"
"9638","15.547096000","192.243.250.36","172.20.7.83","TCP","54","80 > 57375 [FIN, ACK] Seq=1 Ack=2 Win=8188 Len=0"
"9639","15.547130000","172.20.7.83","192.243.250.36","TCP","54","57375 > 80 [ACK] Seq=2 Ack=2 Win=262144 Len=0"
"9640","15.552036000","54.172.55.84","172.20.7.83","TCP","66","80 > 57383 [ACK] Seq=1 Ack=621 Win=15872 Len=0 TSval=2510607966 TSecr=1626202672"
"9641","15.553647000","54.84.228.233","172.20.7.83","TCP","66","443 > 57213 [ACK] Seq=7403 Ack=11085 Win=34816 Len=0 TSval=668952970 TSecr=1626202657"
"9642","15.554759000","216.58.216.194","172.20.7.83","TCP","66","80 > 57369 [FIN, ACK] Seq=1307 Ack=2985 Win=48512 Len=0 TSval=3192850819 TSecr=1626202656"
"9643","15.554822000","172.20.7.83","216.58.216.194","TCP","66","57369 > 80 [ACK] Seq=2985 Ack=1308 Win=131072 Len=0 TSval=1626202689 TSecr=3192850819"
"9644","15.555113000","54.84.228.233","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"9645","15.555116000","54.84.228.233","172.20.7.83","TLSv1.2","612","Application Data"
"9646","15.555167000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=11085 Ack=9397 Win=129056 Len=0 TSval=1626202689 TSecr=668952970"
"9647","15.555556000","54.172.55.84","172.20.7.83","HTTP","341","HTTP/1.1 302 Found "
"9648","15.555618000","172.20.7.83","54.172.55.84","TCP","66","57383 > 80 [ACK] Seq=621 Ack=276 Win=131488 Len=0 TSval=1626202689 TSecr=2510607967"
"9649","15.556094000","70.42.33.241","172.20.7.83","TCP","66","80 > 57380 [ACK] Seq=1 Ack=518 Win=4897 Len=0 TSval=1512542242 TSecr=1626202673"
"9650","15.557023000","107.20.170.239","172.20.7.83","TCP","66","80 > 57385 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=568604009 TSecr=1626202674"
"9651","15.557026000","107.20.170.239","172.20.7.83","TCP","66","80 > 57385 [ACK] Seq=1 Ack=1520 Win=17408 Len=0 TSval=568604009 TSecr=1626202674"
"9652","15.557185000","70.42.33.241","172.20.7.83","HTTP","546","HTTP/1.1 302 Moved Temporarily "
"9653","15.557188000","70.42.33.241","172.20.7.83","TCP","66","80 > 57380 [FIN, ACK] Seq=481 Ack=518 Win=4897 Len=0 TSval=1512542243 TSecr=1626202673"
"9654","15.557189000","54.243.65.91","172.20.7.83","TCP","74","80 > 57382 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=8961 SACK_PERM=1 TSval=1194217409 TSecr=1626202656 WS=256"
"9655","15.557237000","172.20.7.83","70.42.33.241","TCP","66","57380 > 80 [ACK] Seq=518 Ack=481 Win=65535 Len=0 TSval=1626202691 TSecr=1512542243"
"9656","15.557237000","172.20.7.83","70.42.33.241","TCP","66","57380 > 80 [ACK] Seq=518 Ack=482 Win=65535 Len=0 TSval=1626202691 TSecr=1512542243"
"9657","15.557294000","172.20.7.83","54.243.65.91","TCP","66","57382 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202691 TSecr=1194217409"
"9658","15.557779000","172.20.7.83","54.243.65.91","TCP","1514","[TCP segment of a reassembled PDU]"
"9659","15.557780000","172.20.7.83","54.243.65.91","HTTP","469","GET /track/cmf/generic?ttd_pid=krux&ttd_tpi=1 HTTP/1.1 "
"9660","15.557949000","72.30.202.150","172.20.7.83","TCP","74","443 > 57386 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 TSval=160500924 TSecr=1626202660 WS=512"
"9661","15.557999000","172.20.7.83","72.30.202.150","TCP","66","57386 > 443 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202691 TSecr=160500924"
"9662","15.558286000","172.20.7.83","72.30.202.150","TLSv1.2","286","Client Hello"
"9663","15.559305000","107.21.249.50","172.20.7.83","TCP","66","80 > 57384 [SYN, ACK] Seq=0 Ack=1 Win=17922 Len=0 MSS=8961 SACK_PERM=1 WS=512"
"9664","15.559366000","172.20.7.83","107.21.249.50","TCP","54","57384 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9665","15.559513000","172.20.7.83","107.21.249.50","HTTP","681","GET /upi/pid/NC4WTmcy?redir=http%3A%2F%2Fbeacon.krxd.net%2Fusermatch.gif%3Fpartner_id%3Dcb276571-e0d9-4438-9fd4-80a1ff034b01%26puid%3D%24%7BTM_USER_ID%7D HTTP/1.1 "
"9666","15.560366000","107.20.170.239","172.20.7.83","HTTP","652","HTTP/1.1 302 Found  (text/html)"
"9667","15.560415000","172.20.7.83","107.20.170.239","TCP","66","57385 > 80 [ACK] Seq=1520 Ack=587 Win=131168 Len=0 TSval=1626202694 TSecr=568604009"
"9668","15.563129000","216.38.162.131","172.20.7.83","HTTP","522","HTTP/1.1 302 Found "
"9669","15.563190000","172.20.7.83","216.38.162.131","TCP","66","57082 > 80 [ACK] Seq=1452 Ack=1107 Win=130656 Len=0 TSval=1626202696 TSecr=699412621"
"9670","15.570427000","68.67.153.248","172.20.7.83","TCP","74","80 > 57381 [SYN, ACK] Seq=0 Ack=1 Win=26544 Len=0 MSS=8860 SACK_PERM=1 TSval=2246920927 TSecr=1626202656 WS=512"
"9671","15.570527000","172.20.7.83","68.67.153.248","TCP","66","57381 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626202703 TSecr=2246920927"
